,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija
64,rLIJvpNx_1_64,Tony Cetinski,Tony Cetinski,Sigurni (feat. Erato),88713,"Plavo nebo iznad nas
poput leptira tvoja voljena
u tvojoj ruci drzim spas
dugo godina sanjam miris taj.

Snovi s tobom zovu me
a dodir tebe me izludjuje
 
Ref. 2x
Siguran u to da te volim
sigurna u to da si stvoren za mene
sigurni u to da smo jedno 
i da sve je drugo manje vrijedno
ove ljubavi

Novi put je ispred nas
snagom njeznosti korak napravi
sretna zvijezda sudbina
puni ljubavi istom zeljom svezani

Snovi s tobom zovu me
a dodir tebe me izludjuje

Ref. 4x

","https://tekstovi.net/2,135,13918.html",,Sigurni,Certain,Budi Uz Mene (2005),"Plavo nebo iznad nas
poput leptira tvoja voljena
u tvojoj ruci držim spas
dugo godina sanjam miris taj.. Snovi s tobom zovu me
a dodir tebe me izluđuje. Ref. 2x
Siguran u to da te volim
sigurna u to da si stvoren za mene
sigurni u to da smo jedno
i da sve je drugo manje vrijedno
ove ljubavi. Novi put je ispred nas
snagom nježnosti korak napravi
sretna zvijezda sudbina
puni ljubavi istom željom svezani. Snovi s tobom zovu me
a dodir tebe me izluđuje. Ref. 4x","Blue sky above us
Like a butterfly, your beloved
My salvation is in your hand
For so long I'm dreaming of that scent. Dreams of you are calling me
And your touch is making me crazy. Chorus:
I'm certain that I love you
I'm certain that you were born for me
We're certain that we are one
And that everything else is less worthy
of this love. New path is before us
Make a step with the power of tenderness
Lucky star destiny
Full of love, we're connected by the same desire. Dreams of you are calling me
And your touch is making me crazy. Chorus 4x",https://lyricstranslate.com/en/sigurni-certain.html,"['Tony Cetinski', 'Erato']",2005 - Budi uz mene,2011 - The best of,https://diskografija.com/pjesma/sigurni-7672.htm,Sigurni,['Nermin Puškar'],['Nermin Puškar'],['Mahir Sarihodžić'],,,
65,rLIJvpNx_1_65,Tony Cetinski,Tony Cetinski,Sjecanje,60414,"Kao igra nocnih sjena koje prate zid
prosla si kroz moju sobu, ne znajuc za stid
kao davno kad smo bili samo sretan par
takla si mi usne, da si sa mnom bar

Ponekad pod prozor dodjem, svjetla bojim se
ne znam tko je s tobom gore, s tugom borim se
ljubav prodje kao stranac, bez da pozdravi
ne znam da l' ce ikad da me ozdravi
 
Ref.
Sjecanje, sjecanje, sjecanje na tebe
sjecanje, sjecanje, sjecanje boli me

Ponekad pod prozor dodjem, svjetla bojim se
ne znam tko je s tobom gore, s tugom borim se
ljubav prodje kao stranac, bez da pozdravi
ne znam da l' ce ikad da me ozdravi

Ref. 2x

Kao igra nocnih sjena koje prate zid","https://tekstovi.net/2,135,26923.html",,Sjećanje,Memories,,"Kao igra noćnih sjena koje prate zid
1
prošla si kroz moju sobu, ne znajuć' za stid
kao davno kad smo bili samo sretan par
takla si mi usne, da si sa mnom bar. Ponekad pod prozor dođem, svjetla bojim se
ne znam tko je s tobom gore, s tugom borim se
ljubav prođe kao stranac, bez da pozdravi
ne znam dal' će ikad da me ozdravi. (Refren)
Sjećanje, sjećanje, sjećanje na tebe
sjećanje, sjećanje, sjećanje boli me. Ponekad pod prozor dođem, svjetla bojim se
ne znam tko je s tobom gore, s tugom borim se
ljubav prođe kao stranac, bez da pozdravi
ne znam da l' će ikad da me ozdravi. (Refren). Kao igra noćnih sjena koje prate zid","Like a game of night shadows that are following the wall
You passed through my room, not knowing the shame
Just like long ago when we were just a happy couple
You touched my lips, oh wish you were here with me. Sometimes I come under your window, I'm afraid of lights
I don't know who is up there with you, I'm fighting with sadness
Love passes like a stranger, without saying goodbye
I don't know if they'll every heal me. Memories, memories, memories of you
Memories, memories, memories oh how they hurt. Sometimes I come under your window, I'm afraid of lights
I don't know who is up there with you, I'm fighting with sadness
Love passes like a stranger, without saying goodbye
I don't know if they'll ever heal me. Chorus 2x. Like a game of night shadows that are following the wall",https://lyricstranslate.com/en/sjecanje-memories.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/sjecanje-13907.htm,Sjećanje,['Miroslav Drljača Rus'],['Miroslav Drljača Rus'],"['Mato Došen', 'Zvonimir Domazet']",,,
66,rLIJvpNx_1_66,Tony Cetinski,Tony Cetinski,Sjena sto te prati,40994,"Jos i danas ja sam sâm
umoran i otpisan
ova magla moj je dan
moje sunce i moj san
mene nema

Ref.
Ja sam samo sjena sto te prati svud
mene tjese rane uzalud
sve si moje odnijela
 
Ja sam skitnica bez cilja i bez sna
samo tebe volio sam ja
al' me sreca izdala

Gdje da nadjem tajni put
bez tebe je uzalud
samo s tobom mogu sve
izgubljen sam bez tebe
kad te nema

Ref. 2x","https://tekstovi.net/2,135,26922.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/sjena-sto-te-prati-13906.htm,Sjena što te prati,['Miroslav Drljača Rus'],['Miroslav Drljača Rus'],"['Mato Došen', 'Zvonimir Domazet']",,,
67,rLIJvpNx_1_67,Tony Cetinski,Tony Cetinski,Skriveno mjesto,22228,"Jutro napada grad
u meni kisa je sto
tisuce zelja tece i svaka pece
od zudnje za tobom

Tiho opsujem sve
bio sam grub i lud
na vani sam jedno al' iznutra
ja bez tebe nemam kud
 
Ref.
Tu u srcu ima mjesto
gdje te skrivam gdje sam cesto
tu te ljubim tu sam sretan zaljubljen
i dok vani svijet se rusi
ja te zagrlim u dusi
da te izgubim to nisam smio ja

I tako idemo mi
uspomena i ja
ulicom ceznje gdje sam
prvi puta ja te vidio

Pa se raspline san
novi zajutri dan
ispocetka opet krene sve
jer bez tebe nemam gdje

Ref. 2x","https://tekstovi.net/2,135,35283.html",,Skriveno mjesto,Hidden place,,"Jutro napada grad
U meni kiša je sto
Tisuće želja teče i svaka peče
Od žudnje za tobom. Tiho opsujem sve
Bio sam grub i lud
Na vani sam jedno, al iznutra
Ja bez tebe nemam kud. (Refren)
Tu u srcu ima mjesto
Gdje te skrivam, gdje sam često
Tu te ljubim, tu sam sretan zaljubljen
I dok vani svijet se ruši,
Ja te zagrlim u duši
Da te izgubim, to nisam smio ja. I tako idemo mi -
Uspomena i ja
Ulicom čežnje gdje sam prvi puta
Ja te vidio. Pa se raspline san
Novi zajutri dan
Ispočetka opet krene sve
Jer bez tebe nemam gdje","The morning attacks the city
Thousands of rains falling inside of me
Thousands of wishes are flowing, and each
of them is burning with desire for you. I quietly curse everything
I was rough and crazy
but while from the outside I seem to be fine
Inside I'm dying without you. Chorus:
Here in my heart, there's a place
Where I'm hiding you, where I often spend my time
Here I'm kissing you, I'm happily in love
And while outside the world is crushing
I'm holding you in my soul
I shouldn't have lost you.... And so we're walking
My memory and me
down the street of yearning
where I have seen you
For the first time. But the dream fades away
New day comes
Everything is back to beginning
For without you, I don't have place to go",https://lyricstranslate.com/en/skriveno-mjesto-hidden-place.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/skriveno-mjesto-16099.htm,Skriveno mjesto,['Miro Buljan'],['Miro Buljan'],['Miro Buljan'],,,
68,rLIJvpNx_1_68,Tony Cetinski,Tony Cetinski,Sto si ti meni,257114,"Sto si ti meni, da l' suza sto slatko boli
il' netko tko lazno voli i prevrtljivo
ljubav je moja nevina, njezna, cista
iskra sto s neba blista, al' ti to ne vidis

Ref.
Jer drazi su ti oni sto pricaju lazno
i kupuju ti stvari, da, to ti je vazno
a ja te volim tako da ne znam sto reci
i svakog dana pisem pjesme bez rijeci
 
I pjevam ti u dusi dok usta mi sute
i poklanjam ti vjecnost, a drugi minute
al' drazi su ti oni sto pricaju lazno
da, to ti je vazno, da, to ti je vazno

Od srece do srece posrcem jako cesto
ma, evo ti moje mjesto pa voli uzalud
i sto si ti meni, Boze, treba mi svjeza nada
napada tuga sada jer shvatio sam sve

Ref. 2x

To ti je vazno, da
to ti je vazno","https://tekstovi.net/2,135,13628.html",,Što si ti meni,What you mean to me,,"Što si ti meni, dal' suza što slatko boli
1
Il' netko tko lažno voli i prevrtljivo?
Ljubav je moja nevina, nježna, čista
Iskra što s neba blista, al' ti to ne vidiš. (Refren)
Jer draži su ti oni što pričaju lažno
I kupuju ti stvari - da, to ti je važno.
A ja te volim tako da ne znam što reći
I svakog dana pišem pjesme bez riječi. I pjevam ti u duši dok usta mi šute
I poklanjam ti vječnost, a drugi minute
Al' draži su ti oni što pričaju lažno
Da, to ti je važno, da, to ti je važno. Od sreće do sreće posrćem jako često
Ma, evo ti moje mjesto pa voli uzalud
I što si ti meni? Bože, treba mi svježa nada
Napada tuga sada jer shvatio sam sve. (Refren). To ti je važno, da
To ti je važno","What you mean to me, is it a tear which hurts sweatly
or someone who falsely and reversibly loves
my love is innocent, tender and pure
a spark which glistens in the sky, but you don't notice it. Ref.
Because you care more about people who lie to you
and buy you things, yes, that's what you care about
but I love you so much that I'm mute
and every day I write you song without words. And I sing to you in my soul while my mouth is silent
I gift you eterity, others gift you minutes
but you care more about people who lie to you
that's what you care about, yes, that's what you care about. From happiness to happiness I waver often
well, take my place and love in vain
and what you mean to me, oh God, I need new hope
sorrow is attacking me now, because I've understood it all. Ref.. That's what you care about, yes
that's what you care about",https://lyricstranslate.com/en/sto-si-ti-meni-what-you-mean-me.html,['Tony Cetinski'],2005 - Budi uz mene,2006 - Hit Records Party,https://diskografija.com/pjesma/sto-si-ti-meni-7662.htm,Što si ti meni,['Miro Buljan'],['Miro Buljan'],['Miro Buljan'],2011 - The best of,,
69,rLIJvpNx_1_69,Tony Cetinski,Tony Cetinski,Svaka tvoj laz,929,"Te noci nisam tebe zelio sresti
negdje se pogled probio kroz dim
i, eto te, oci u oci, k'o nekad

Rijec, dvije, i opet srce ode u pete
pred tobom lazem prozirno kao dijete
ti moja si vjecna glad
 
Druge su ljubile oziljke
trpjele svadje, i nemire

Ref.
Na svaku tvoju laz
tresem se kao pijan
po srcu kao grubijan
sve tvoje razbijam

Svaka tvoja laz
slomila me kao ni'ko 
al' jos si vrijedna toliko
da sve ti oprastam

Negdje jos uvijek
vodis se kao moja
u starom telefonu
slika jos tvoja
sve izgleda isto k'o tad

Lopovska stopala
sto usla su tiho
ja proklet
zauvijek sam ostao njihov
ti, moja si vjecna glad

Ref. 2x","https://tekstovi.net/2,135,60398.html",,,,,,,,,,,,,,,,,,
70,rLIJvpNx_1_70,Tony Cetinski,Tony Cetinski,Sve bih opet,56806,"Nije lako, znam
vidjeti te sad kraj drugog
puno tog me podsjeca
da smo bili par
a sada zagrljeni tugom
na samo dah od proljeca
 
Ref.
I u zemlju ja da propadnem
vrata pakla dotaknem
sve bih opet da si sa mnom tu
moji dani su od nemira
tuga dio svemira
sve je crno kada nisi tu

Nije lako, znaj
poslije svega biti s drugom
jer sve je tako nestvarno
volio sam te i srce ispunio tugom
a ti ostavila me

Ref.","https://tekstovi.net/2,135,8875.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/sve-bih-opet-3866.htm,Sve bih opet,['Oliver Stoiljković'],['Oliver Stoiljković'],"['Toni Cetinski', 'Gojko Tomljanović']",,,
71,rLIJvpNx_1_71,Tony Cetinski,Tony Cetinski,Sve je dobro kad' si tu,91096,"Prijatelji nasi pitaju
zasto vise nas ne vidjaju
a ja ne znam odgovor

A oni sto nas mrze, ne vole
kazu da je tako najbolje
i da nisam vrijedan te
 
Ref.
A onda ti na vratima
u kasnim nocnim satima
kucas, udjes, zagrlis me 
i sve, sve je dobro kad' si tu
neka lazu pricaju, prezivjet cu

I oni sto su zeljeli nam kraj
svima sada kad' si tu, oprostit' cu

Zguzvat cemo nocas jastuke
predugo su usne cekale
da te izljube

A oni sto se voljet' ne znaju
na kraj svijeta nek' otputuju
nek' nas ostave

Ref.

I oni sto su zeljeli nam kraj
svima sada kad' si tu, oprostit' cu

I sve, sve je dobro kad' si tu
neka lazu pricaju, prezivjet cu

I oni sto su zeljeli nam kraj
svima sada kad' si tu, oprostit' cu
","https://tekstovi.net/2,135,13915.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/sve-je-dobro-kad-si-tu-7665.htm,Sve je dobro kad si tu,['Miro Buljan'],['Nenad Ninčević'],['Miro Buljan'],,,
72,rLIJvpNx_1_72,Tony Cetinski,Tony Cetinski,Sve je s tobom napokon na mjestu,154872,"Evo me, jos jedne noci
sporo hodam, kuda poci
kom' da kazem da sam pao
i da voljet' nisam znao

Ti si gledala sa strane
cekala da sunce svane
stvorila se ispred mene
gurnula me neka krenem
 
Sada mogu bilo gdje
daj mi ruku, vodim te

Ref. 2x
Sve je s tobom napokon na mjestu
vratila si zivot u mene 
i od srca napravila cestu
sto me veze samo za tebe

Sada vidim nove boje
oci nisu vise snene
nema zime, zlato moje
sad je vrijeme da se krene

Sada mogu bilo gdje
daj mi ruku, vodim te

Ref. 3x","https://tekstovi.net/2,135,13919.html",,Sve Je S Tobom Napokon Na Mjestu,"With you, everything is finally on its place",Budi Uz Mene (2005),"Evo me, jos jedna noci
1
sporo hodam, kuda poci
kom' da kazem da sam pao
i da voljet' nisam znao. Ti si gledala sa strane
cekala da sunce svane
stvorila se ispred mene
gurnula me neka krenem. Sada mogu bilo gdje
daj mi ruku, vodim te. Ref. 2x
Sve je s tobom napokon na mjestu
vratila si zivot u mene
i od srca napravila cestu
sto me veze samo za tebe. Sada vidim nove boje
oci nisu vise snene
nema zime, zlato moje
sad je vrijeme da se krene. Sada mogu bilo gdje
daj mi ruku, vodim te. Ref. 3x","Here I am, one more night
I'm walking slowly, where to go?
Whom to say that I am fallen
And that I wasn't able to love. You were watching from the side
You were waiting for sun to rise
You appeared in front of me
Pushed me to go. Now I can go anywhere
Give me your hand, I'm taking you. Chorus 2x
With you, everything is finally on its place
You gave me the life back
And made the road on my heart
that bonds me only to you. Now I see the new colors
My eyes are not sleepy anymore
There's no winter, my dear
It's time to go. Now I can go anywhere
Give me your hand, I'm taking you. Chorus 2x.",https://lyricstranslate.com/en/sve-je-s-tobom-napokon-na-mjestu-you-everything-finally-its-place.html,['Tony Cetinski'],2005 - Budi uz mene,2006 - Hrvatski Radijski Festival 2006,https://diskografija.com/pjesma/sve-je-s-tobom-napokon-na-mjestu-7667.htm,Sve je s tobom napokon na mjestu,['Miro Buljan'],['Miro Buljan'],['Miro Buljan'],2006 - Hrvatski Radijski Festival 2006 - 24 najbolja,2007 - Hit Records Party 2,2011 - The best of
73,rLIJvpNx_1_73,Tony Cetinski,Tony Cetinski,Sve svoje snove,48860,"Ovo cu reci samo tebi
jer ti si ta koja treba znati
puno bola nosim u sebi
i duge noci bez imalo sna

Puno snova o sretnom zivotu
tebi cu ostaviti
jer ti si ta koja treba zivjeti
meni ionako koristili ne bi
 
Ref.
Sve svoje snove ostavljam tebi
koja si bila sa mnom do kraja
sve svoje snove ostavljam tebi
odlazim jer moram
znas da nisam prvi

Na kraju puta u svecanom stroju
kada spuste me u mrak
ispuni tada zadnju zelju moju
baci mi ruze i pogledaj u zrak

Ref.

Ja odlazim

Ref. 2x

Ja odlazim","https://tekstovi.net/2,135,19937.html",,,,,,,,['Tony Cetinski'],2004 - A sada...,2011 - The best of,https://diskografija.com/pjesma/sve-svoje-snove-3871.htm,Sve svoje snove,['Toni Cetinski'],['Nenad Marinac'],"['Toni Cetinski', 'Gojko Tomljanović']",,,
74,rLIJvpNx_1_74,Tony Cetinski,Tony Cetinski,Svetica,71887,"Koliko puta sam te izdao 
za malo lose zabave
drugima ruz usnama skidao
tebi se pospan vracao

A vec odavno znam
ne bi mogao sam
sve su tvoje lose kopije
 
Ref.
Cim sam zasluzio 
da od svih krivih ti si svetica
jer tako malo sam ti pruzio
a ti si ipak ostala

Otkud ti snaga ta 
da me branis pred svim ljudima
da budem bolji drugima
cim sam to zasluzio 
kad tako malo sam ti pruzio

Nocas sam pred tebe ja dosao
k'o grjesnik ispred andjela
i, evo, dusu tebi predao
znaj, vise nemam nikoga

Sada kada sam tu
proklinjem pozudu
sto me ikad makla od tebe

Ref.

Ref.","https://tekstovi.net/2,135,26917.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/svetica-13963.htm,Svetica,['Miro Buljan'],['S. Trivić'],['Miro Buljan'],,,
75,rLIJvpNx_1_75,Tony Cetinski,Tony Cetinski,Tebe ne bih mjenjao,342977,"Hej, tebe ne bih mjenjao to nije prazan stih
ja te ne bih mjenjao za deset najboljih
jer nista mi ne moze tebe zamjeniti
tebe ne bih mjenjao da daju cijeli svijet

Hej, tebe ne bih mjenjao za pijesak Emira
ja te ne bih mjenjao za tajne svemira
jer nista mi ne moze tebe zamjeniti
tebe ne bih mjenjao da daju cijeli svijet
 
Ref.
Od sveg' na svijetu tom, ti si najvrednija
i sve sto zelim to si ti
na svijetu tom nista mi ne treba
sve sto zelim to si ti

Na svijetu tom, ti si najvrednija
jer da te nema umro bih

Hej, tebe ne bih mjenjao za miran ocean
ja te ne bih mjenjao za stvari sve sto znam
jer nista mi ne moze tebe zamjeniti
tebe ne bih mjenjao da daju cijeli svijet

Ref. 2x

Na svijetu tom, ti si najvrednija
Jer da te nema umro bih
hej, tebe ne bih mjenjao
to nije prazan stih","https://tekstovi.net/2,135,22233.html",,Tebe ne bih mijenjao,I wouldn't trade you,"Nastup uživo, HRT2, 2009. godina","Hej, tebe ne bih mijenjao to nije prazan stih
1
ja te ne bih mijenjao za deset najboljih
jer ništa mi ne može tebe zamijeniti
tebe ne bih mijenjao da daju cijeli svijet. Hej, tebe ne bih mjenjao za pijesak Emira
ja te ne bih mijenjao za tajne svemira
jer ništa mi ne može tebe zamijeniti
tebe ne bih mijenjao da daju cijeli svijet. Ref.
Od svih na svijetu tom, ti si najvrednija
i sve što želim to si ti
na svijetu tom ništa mi ne treba
sve što želim to si ti. Na svijetu tom, ti si najvrednija
jer da te nema umro bih. Hej, tebe ne bih mijenjao za miran ocean
ja te ne bih mijenjao za stvari sve što znam
jer ništa mi ne može tebe zamijeniti
tebe ne bih mijenjao da daju cijeli svijet. Ref. 2x. Na svijetu tom, ti si najvrednija
Jer da te nema umro bih
hej, tebe ne bih mijenjao
to nije prazan stih","I wouldn't trade you
That's not an empty line
I wouldn't trade you
for 10 of the best
There is nothing that I could trade you for
I wouldn't trade you
if they gave me the whole world
I wouldn't trade you
for the sand of Emir
for the secrets of the universe. You are the most valuable
of anything in this world
and you are everything I want
I don't need anything in this world
You're everything I want
You are worth the most
Because without you, I would die. I wouldn't trade you
for peaceful waters
I wouldn't trade you
for things, everything I know
Cos there's nothing I could trade you for
I wouldn't trade you if they gave me the whole world. You are the most valuable
of anything in this world
and you are everything I want
I don't need anything in this world
You're everything I want
You are worth the most
Because without you, I would die. I wouldn't change you
That's not an empty line",https://lyricstranslate.com/en/tebe-nebi039-mijenjao-i-wouldnt-trade-you.html,['Tony Cetinski'],1992 - Ljubomora I,1993 - Ljubomora II,https://diskografija.com/pjesma/tebe-ne-bih-mijenjao-12015.htm,Tebe ne bih mijenjao,['Boris Novković'],['Stevo Cvikić'],['Senad Galijašević Senna M.'],,,
